Air_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,TWF,HDF,PWF,OSF,RNF,Type_encoded
300.6,1486,40.1,198,0,0,0,0,0,1
299.7,1449,41.2,6,0,0,0,0,0,1
297.5,1373,39.9,119,0,0,0,0,0,1
302.3,1413,46.5,147,0,0,0,0,0,3
301.0,1445,40.6,125,0,0,0,0,0,1
298.5,1597,36.7,114,0,0,0,0,0,1
297.8,1618,30.7,10,0,0,0,0,0,3
303.7,1575,38.9,0,0,0,0,0,0,2
297.9,1623,33.7,198,0,0,0,0,0,1
300.2,1606,33.7,38,0,0,0,0,0,3
300.8,1789,26.3,94,0,0,0,0,0,1
299.6,1470,40.6,139,0,0,0,0,0,1
299.2,1501,41.9,203,0,0,0,0,0,1
300.7,1393,52.5,40,0,0,0,0,0,1
300.1,1609,33.3,0,0,0,0,0,0,2
298.9,1540,39.0,121,0,0,0,0,0,2
298.1,1525,32.8,141,0,0,0,0,0,1
298.5,1367,49.6,51,0,0,0,0,0,2
298.6,1383,35.6,185,0,0,0,0,0,1
302.2,1820,25.5,52,0,0,0,0,0,1
302.2,1350,58.2,22,0,1,0,0,0,1
301.4,1683,32.3,0,0,0,0,0,0,1
300.4,1488,42.8,17,0,0,0,0,0,2
303.7,1349,51.0,108,0,0,0,0,0,1
297.0,1309,51.0,33,0,0,0,0,0,1
300.6,1541,35.2,105,0,0,0,0,0,2
299.1,1477,39.2,165,0,0,0,0,0,2
298.9,1374,48.6,124,0,0,0,0,0,1
300.5,1495,36.1,53,0,0,0,0,0,1
300.2,1462,48.3,167,0,0,0,0,0,1
299.5,1571,36.9,190,0,0,0,0,0,1
299.9,1394,46.4,139,0,0,0,0,0,1
300.9,1394,48.8,0,0,0,0,0,0,2
297.4,1569,37.9,0,0,0,0,0,0,2
297.5,1430,43.5,106,0,0,0,0,0,2
297.0,1296,69.1,204,0,0,0,0,0,1
303.9,1510,40.0,100,0,0,0,0,0,1
295.5,1477,32.8,67,0,0,0,0,0,1
297.5,1629,33.5,2,0,0,0,0,0,1
299.8,1474,45.3,173,0,0,0,0,0,1
297.3,1462,39.1,204,0,0,0,0,0,1
297.3,1428,45.8,2,0,0,0,0,0,2
297.5,1499,42.9,88,0,0,0,0,0,2
298.0,1610,35.7,210,0,0,0,0,0,1
298.3,1585,32.7,88,0,0,0,0,0,1
299.0,1589,38.0,51,0,0,0,0,0,1
301.1,2207,16.7,59,0,0,0,0,0,3
296.7,1482,39.9,164,0,0,0,0,0,2
299.7,1686,26.1,130,0,0,0,0,0,2
301.4,1438,36.5,44,0,0,0,0,0,2
301.9,1417,47.8,61,0,0,0,0,0,1
300.2,1510,47.2,119,0,0,0,0,0,1
303.4,1415,50.7,207,0,0,0,0,0,2
297.4,1486,41.5,0,0,0,0,0,0,1
299.8,1732,31.4,176,0,0,0,0,0,1
298.2,1362,50.3,194,0,0,0,0,0,1
300.3,1499,42.2,121,0,0,0,0,0,1
302.7,1671,34.5,184,0,0,0,0,0,1
297.3,1477,47.8,31,0,0,0,0,0,1
298.0,1816,23.2,80,0,0,0,0,0,1
299.1,1755,25.9,26,0,0,0,0,0,1
297.3,1586,33.6,26,0,0,0,0,0,2
299.8,1463,49.7,121,0,0,0,0,0,2
302.0,1298,54.3,9,0,0,0,0,0,2
300.9,1605,29.4,98,0,0,0,0,0,1
296.8,1530,40.1,191,0,0,0,0,0,1
297.4,1375,54.1,59,0,0,0,0,0,1
297.1,1529,34.1,91,0,0,0,0,0,1
297.2,1418,51.3,203,0,0,0,0,0,2
298.9,1654,32.3,135,0,0,0,0,0,1
298.0,1427,52.3,197,0,0,0,0,0,1
302.3,1609,31.9,202,0,0,0,0,0,1
303.9,1409,42.5,130,0,0,0,0,0,1
303.6,1375,54.5,109,0,0,0,0,0,3
301.8,1593,34.9,168,0,0,0,0,0,1
301.0,1512,57.2,2,0,0,0,0,0,1
300.7,1540,36.9,159,0,0,0,0,0,1
301.8,1736,26.5,9,0,0,0,0,0,1
300.0,1653,29.7,119,0,0,0,0,0,1
300.3,1567,36.1,48,0,0,0,0,0,1
298.3,1434,25.9,185,0,0,0,0,0,3
298.6,1441,46.6,0,0,0,0,0,0,2
299.1,1679,32.4,92,0,0,0,0,0,1
299.3,1680,30.9,143,0,0,0,0,0,1
300.8,1530,38.8,107,0,0,0,0,0,1
301.6,1413,38.4,7,0,0,0,0,0,1
297.2,1479,41.3,146,0,0,0,0,0,1
301.8,1312,56.6,108,0,0,0,0,0,1
303.6,1662,28.2,23,0,0,0,0,0,2
300.3,1609,31.4,33,0,0,0,0,0,1
298.7,1555,33.7,128,0,0,0,0,0,1
302.5,1551,37.4,172,0,0,0,0,0,1
298.0,1348,58.8,202,0,0,0,0,0,1
297.1,1661,30.6,79,0,0,0,0,0,1
302.5,1529,37.9,108,0,0,0,0,0,1
298.8,1457,47.3,183,0,0,0,0,0,2
298.7,1884,33.4,121,0,0,0,0,0,3
298.1,1461,47.7,98,0,0,0,0,0,1
300.9,1558,35.8,205,0,0,0,0,0,1
301.1,1543,36.6,176,0,0,0,0,0,1
300.8,1663,30.6,85,0,0,0,0,0,3
300.8,1407,45.1,23,0,0,0,0,0,1
298.2,1611,29.1,26,0,0,0,0,0,1
297.5,1530,37.8,0,0,0,0,0,0,1
298.8,1403,43.7,185,0,0,0,0,0,1
299.4,1433,39.2,0,0,0,0,0,0,1
301.0,1889,20.2,170,0,0,0,0,0,1
297.9,1556,37.6,20,0,0,0,0,0,1
298.2,1681,32.0,79,0,0,0,0,0,1
303.9,1641,40.0,127,0,0,0,0,0,1
301.1,1535,38.5,141,0,0,0,0,0,1
301.0,1461,40.6,171,0,0,0,0,0,1
297.6,1570,34.9,192,0,0,0,0,0,1
303.4,1442,49.2,118,0,0,0,0,0,1
300.6,1489,49.9,19,0,0,0,0,0,1
302.2,1573,33.7,0,0,0,0,0,0,1
300.1,1650,34.4,18,0,0,0,0,0,1
300.0,1444,42.6,123,0,0,0,0,0,1
298.8,1443,43.9,130,0,0,0,0,0,1
301.3,1774,29.1,64,0,0,0,0,0,2
299.1,1585,33.3,57,0,0,0,0,0,1
297.4,1353,46.7,188,0,0,0,0,0,1
300.7,1675,29.4,217,0,0,0,0,0,1
298.4,1562,37.1,37,0,0,0,0,0,1
301.4,1601,34.7,43,0,0,0,0,0,1
298.1,1456,40.7,189,0,0,0,0,0,2
300.0,1295,57.0,162,0,0,0,0,0,2
302.3,1454,45.6,79,0,0,0,0,0,1
298.2,1533,42.1,171,0,0,0,0,0,2
300.9,1636,40.4,153,0,0,0,0,0,2
301.1,1336,58.2,65,0,0,0,0,0,1
302.0,1549,42.7,229,0,0,0,0,0,1
299.2,1404,37.1,93,0,0,0,0,0,2
301.0,1455,46.4,40,0,0,0,0,0,1
300.4,1828,24.8,165,0,0,0,0,0,2
300.5,1571,33.3,171,0,0,0,0,0,1
297.3,1396,44.9,199,0,0,0,0,0,3
301.8,1648,44.2,49,0,0,0,0,0,1
299.5,1481,43.1,90,0,0,0,0,0,1
296.9,1568,41.4,6,0,0,0,0,0,1
303.1,1610,34.6,191,0,0,0,0,0,2
299.8,1496,43.2,155,0,0,0,0,0,2
301.2,1813,24.3,2,0,0,0,0,0,1
302.4,1383,49.9,165,0,0,0,0,0,1
297.5,1698,24.3,7,0,0,0,0,0,1
302.3,1627,32.3,15,0,0,0,0,0,2
296.9,1365,57.1,110,0,0,0,0,0,2
298.8,1703,32.4,170,0,0,0,0,0,1
302.0,1348,52.7,81,0,0,0,0,0,1
297.9,1701,27.0,19,0,0,0,0,0,1
302.3,1664,30.7,128,0,0,0,0,0,1
302.5,1424,43.5,180,0,0,0,0,0,2
298.1,1430,44.8,113,0,0,0,0,0,1
298.2,1408,38.8,9,0,0,0,0,0,2
298.5,1777,28.7,48,0,0,0,0,0,1
297.7,1461,49.3,16,0,0,0,0,0,1
301.3,1689,34.3,174,0,0,0,0,0,1
300.5,1270,45.1,208,0,0,0,1,0,1
301.4,1334,53.3,157,0,0,0,0,0,2
298.9,1448,42.2,74,0,0,0,0,0,1
298.6,1611,35.7,59,0,0,0,0,0,1
300.7,1471,40.2,179,0,0,0,0,0,2
300.9,1384,59.2,131,0,0,0,0,0,1
298.3,1493,45.5,195,0,0,0,0,0,1
298.3,1521,41.7,109,0,0,0,0,0,1
297.2,1452,41.0,88,0,0,0,0,0,2
300.7,1463,45.1,150,0,0,0,0,0,3
301.1,1592,34.3,171,0,0,0,0,0,1
298.8,1434,43.1,33,0,0,0,0,0,1
297.4,1596,36.2,75,0,0,0,0,0,1
302.4,1650,32.8,52,0,0,0,0,0,1
300.7,1506,46.4,30,0,0,0,0,0,1
298.2,1585,37.7,0,0,0,0,0,0,1
300.5,1456,51.1,166,0,0,0,0,0,2
299.3,1627,33.7,132,0,0,0,0,0,2
299.8,1368,54.7,219,0,0,0,0,0,1
300.3,1705,29.9,73,0,0,0,0,0,2
302.2,1465,44.7,160,0,0,0,0,0,2
301.0,1389,40.7,139,0,0,0,0,0,2
299.1,1533,33.4,183,0,0,0,0,0,1
300.8,1392,51.3,48,0,0,0,0,0,2
297.5,1472,38.0,176,0,0,0,0,0,2
302.2,1727,29.0,33,0,0,0,0,0,3
297.2,1349,49.7,115,0,0,0,0,0,1
300.3,1596,32.3,5,0,0,0,0,0,1
297.3,1541,36.7,31,0,0,0,0,0,2
300.6,1501,37.0,98,0,0,0,0,0,3
299.3,1542,37.5,111,0,0,0,0,0,2
302.4,1485,37.9,7,0,0,0,0,0,2
299.0,1339,51.9,101,0,0,0,0,0,1
301.9,1546,43.4,29,0,0,0,0,0,1
297.2,1483,42.5,0,0,0,0,0,0,1
295.6,1256,54.0,161,0,0,0,0,0,2
302.0,1366,38.5,159,0,0,0,0,0,1
300.6,1558,36.2,80,0,0,0,0,0,1
300.3,1412,44.6,123,0,0,0,0,0,1
302.7,1444,52.8,164,0,0,0,0,0,1
300.8,1483,49.1,183,0,0,0,0,0,2
297.6,1491,40.6,34,0,0,0,0,0,2
300.5,1456,45.3,7,0,0,0,0,0,2
298.3,1435,39.3,143,0,0,0,0,0,1
297.4,1491,40.6,12,0,0,0,0,0,1
300.6,1471,45.3,160,0,0,0,0,0,1
301.7,1367,47.7,115,0,0,0,0,0,1
300.4,1536,39.4,151,0,0,0,0,0,1
298.0,1563,33.5,202,0,0,0,0,0,3
299.3,2033,19.2,3,0,0,0,0,0,1
298.8,1334,53.9,14,0,0,0,0,0,2
297.3,1507,36.0,204,0,0,0,0,0,2
301.5,1457,52.1,111,0,0,0,0,0,2
301.3,1414,49.8,199,0,0,0,0,0,1
302.2,1346,59.1,137,0,0,0,0,0,1
298.4,1418,41.3,9,0,0,0,0,0,1
297.6,1428,46.6,7,0,0,0,0,0,3
298.7,1686,26.3,67,0,0,0,0,0,1
301.3,1426,46.1,46,0,0,0,0,0,2
301.1,1631,41.0,166,0,0,0,0,0,1
300.6,1744,29.4,201,0,0,0,0,0,1
303.1,1406,47.6,152,0,0,0,0,0,3
300.1,1433,51.4,76,0,0,0,0,0,2
296.7,1491,47.6,238,0,0,0,0,0,1
300.4,1413,50.3,201,0,0,0,0,0,1
301.5,1452,43.3,38,0,0,0,0,0,1
302.4,1495,45.6,215,0,0,0,0,0,1
301.9,1459,43.5,163,0,0,0,0,0,1
299.6,1540,37.6,221,0,0,0,0,0,1
300.4,1681,28.6,206,0,0,0,0,0,1
297.6,1431,41.5,71,0,0,0,0,0,1
298.9,1485,40.6,100,0,0,0,0,0,1
297.5,1462,44.0,15,0,0,0,0,0,3
297.4,1682,30.4,11,0,0,0,0,0,1
301.5,1429,46.7,188,0,0,0,0,0,3
298.8,1619,31.6,37,0,0,0,0,0,1
300.7,1698,29.3,119,0,0,0,0,0,1
298.9,1392,46.5,137,0,0,0,0,0,1
300.9,1420,45.8,201,0,0,0,0,0,1
297.2,1510,37.2,152,0,0,0,0,0,1
297.9,1451,43.5,0,0,0,0,0,0,1
302.4,1432,45.9,97,0,0,0,0,0,2
299.6,1553,34.1,95,0,0,0,0,0,2
297.1,1476,40.5,174,0,0,0,0,0,1
298.3,1408,45.1,201,0,0,0,0,0,2
298.9,1585,28.9,166,0,0,0,0,0,1
295.8,1514,37.7,60,0,0,0,0,0,2
302.3,1939,19.1,135,0,0,0,0,0,1
298.3,1546,36.9,96,0,0,0,0,0,1
300.2,1487,46.6,47,0,0,0,0,0,1
298.8,1499,37.8,192,0,0,0,0,0,3
302.5,1270,69.6,124,0,0,1,1,0,1
301.5,1735,26.9,50,0,0,0,0,0,2
300.4,1563,33.5,191,0,0,0,0,0,1
302.2,1634,36.2,62,0,0,0,0,0,1
300.5,1542,33.6,124,0,0,0,0,0,1
300.3,1515,41.4,126,0,0,0,0,0,1
297.6,1369,48.3,32,0,0,0,0,0,1
303.6,1535,38.6,107,0,0,0,0,0,1
299.9,1732,23.9,123,0,0,0,0,0,2
296.9,1412,45.5,120,0,0,0,0,0,1
303.0,1336,61.4,194,0,0,0,0,0,1
300.5,1410,54.6,192,0,0,0,0,0,1
300.7,1568,37.2,50,0,0,0,0,0,1
297.7,1605,37.0,146,0,0,0,0,0,1
300.2,1446,45.5,65,0,0,0,0,0,3
296.8,1611,35.2,200,0,0,0,0,0,1
300.6,1651,31.4,123,0,0,0,0,0,1
300.8,1695,30.9,162,0,0,0,0,0,1
300.3,1427,45.8,154,0,0,0,0,0,1
298.1,1689,29.2,115,0,0,0,0,0,2
303.7,1525,39.2,196,0,0,0,0,0,2
300.1,1498,42.8,50,0,0,0,0,0,2
298.1,1792,26.0,63,0,0,0,0,0,2
298.2,1563,35.0,27,0,0,0,0,0,1
302.5,1397,50.7,54,0,0,0,0,0,2
297.1,1417,50.0,193,0,0,0,0,0,2
298.4,1608,33.0,37,0,0,0,0,0,1
297.6,1713,28.8,17,0,0,0,0,0,2
302.6,1447,45.3,2,0,0,0,0,0,1
302.0,1352,47.8,155,0,0,0,0,0,1
300.8,1541,34.1,18,0,0,0,0,0,1
301.8,1734,31.3,185,0,0,0,0,0,1
300.5,1433,45.5,54,0,0,0,0,0,1
298.4,1568,34.4,175,0,0,0,0,0,1
301.3,1532,39.7,11,0,0,0,0,0,3
301.9,1721,30.4,183,0,0,0,0,0,2
301.7,1322,56.7,33,0,0,0,0,0,1
302.3,1334,53.2,122,0,1,0,0,0,1
302.6,1390,51.5,198,0,0,0,0,0,2
298.8,1492,41.4,152,0,0,0,0,0,1
300.9,1373,54.9,125,0,0,0,0,0,2
301.8,1465,44.0,190,0,0,0,0,0,1
300.0,1556,32.4,117,0,0,0,0,0,1
299.2,1604,37.5,8,0,0,0,0,0,2
298.8,1381,48.0,2,0,0,0,0,0,1
298.6,1561,38.7,21,0,0,0,0,0,1
298.2,1488,42.0,132,0,0,0,0,0,1
301.2,1445,45.9,215,0,0,0,0,0,2
302.4,1486,38.4,12,0,0,0,0,0,1
296.9,1341,50.9,203,0,0,0,0,0,2
300.6,1399,47.0,104,0,0,0,0,0,1
301.8,1596,36.0,47,0,0,0,0,0,1
302.4,1452,40.4,192,0,0,0,0,0,1
301.3,1627,31.3,180,0,0,0,0,0,1
298.1,1397,48.5,63,0,0,0,0,0,1
300.5,1450,46.9,119,0,0,0,0,0,1
300.6,1444,37.8,155,0,0,0,0,0,1
302.0,1393,47.9,92,0,0,0,0,0,1
298.2,1525,43.3,95,0,0,0,0,0,1
300.4,1467,40.3,131,0,0,0,0,0,1
299.8,1481,50.9,95,0,0,0,0,0,2
298.7,1447,45.1,92,0,0,0,0,0,1
297.1,1477,36.6,177,0,0,0,0,0,1
302.2,1654,32.9,106,0,0,0,0,0,1
301.5,1313,55.4,79,0,0,0,0,0,1
303.6,1564,37.1,139,0,0,0,0,0,1
301.3,1628,32.2,43,0,0,0,0,0,1
300.2,1477,35.9,190,0,0,0,0,0,2
297.0,1474,39.0,109,0,0,0,0,0,1
299.3,1541,38.2,211,0,0,0,0,0,1
304.0,1432,48.0,42,0,0,0,0,0,1
301.7,1347,54.6,190,0,0,0,0,0,2
298.4,1467,43.9,139,0,0,0,0,0,1
298.7,1394,52.1,113,0,0,0,0,0,2
300.3,1455,39.4,150,0,0,0,0,0,3
298.4,1422,42.7,94,0,0,0,0,0,1
298.1,1559,37.7,80,0,0,0,0,0,1
302.2,1375,47.7,9,0,0,0,0,0,1
298.3,1353,49.2,149,0,0,0,0,0,2
297.4,1516,43.9,83,0,0,0,0,0,3
297.6,1433,44.1,47,0,0,0,0,0,2
301.9,1650,43.7,85,0,0,0,0,0,1
300.5,1552,37.3,31,0,0,0,0,0,2
299.4,1403,62.8,13,0,0,0,0,0,3
295.6,1630,31.6,133,0,0,0,0,0,1
302.3,1565,35.0,190,0,0,0,0,0,1
300.6,1433,60.2,24,0,0,0,0,0,3
302.3,1417,44.5,165,0,0,0,0,0,1
302.1,1432,48.1,52,0,0,0,0,0,1
297.7,1426,46.3,121,0,0,0,0,0,1
298.2,1403,47.2,85,0,0,0,0,0,1
298.9,1571,36.3,61,0,0,0,0,0,1
297.3,1636,28.5,161,0,0,0,0,0,1
297.1,1443,42.4,176,0,0,0,0,0,2
296.9,1513,38.8,189,0,0,0,0,0,1
298.7,1452,48.4,208,0,0,0,0,0,2
299.8,1697,30.3,98,0,0,0,0,0,1
300.4,1523,37.9,139,0,0,0,0,0,1
300.6,1497,41.0,215,0,0,0,0,0,1
300.5,1385,46.0,153,0,0,0,0,0,1
300.8,1557,33.9,52,0,0,0,0,0,2
298.2,1526,48.0,135,0,0,0,0,0,1
301.3,1385,33.1,82,0,0,0,0,0,1
301.8,1557,31.7,190,0,0,0,0,0,1
302.0,1360,42.8,185,0,0,0,0,0,3
302.4,1530,32.3,196,0,0,0,0,0,3
300.5,1563,43.7,145,0,0,0,0,0,1
304.2,1439,43.1,86,0,0,0,0,0,1
300.8,1445,48.7,76,0,0,0,0,0,1
301.5,1590,32.6,160,0,0,0,0,0,1
302.2,1544,38.2,87,0,0,0,0,0,1
300.7,1557,38.8,33,0,0,0,0,0,2
299.8,1348,58.2,170,0,0,0,0,0,2
300.7,1375,50.3,12,0,0,0,0,0,1
301.6,1491,40.6,142,0,0,0,0,0,1
300.4,1759,38.9,124,0,0,0,0,0,1
298.2,1445,42.6,80,0,0,0,0,0,1
297.1,1535,38.8,124,0,0,0,0,0,2
301.1,1542,29.1,191,0,0,0,0,0,1
302.2,1543,39.4,176,0,0,0,0,0,1
298.7,1455,39.4,140,0,0,0,0,0,1
301.8,1384,49.0,214,0,0,0,0,0,2
299.0,1368,57.2,12,0,0,0,1,0,1
300.4,1774,25.0,198,0,0,0,0,0,2
299.0,1392,56.8,26,0,0,0,0,0,1
298.3,1554,37.7,101,0,0,0,0,0,1
302.3,1557,34.3,79,0,0,0,0,0,1
300.7,1348,54.8,50,0,0,0,0,0,1
298.6,1487,46.3,203,0,0,0,0,0,2
299.1,1341,50.6,41,0,0,0,0,0,2
298.8,1683,29.6,47,0,0,0,0,0,1
300.8,1767,25.2,105,0,0,0,0,0,1
300.7,1544,37.2,92,0,0,0,0,0,2
299.3,1459,46.6,97,0,0,0,0,0,2
297.9,1336,41.0,82,0,0,0,0,0,2
300.5,1402,50.5,181,0,0,0,0,0,1
301.7,1528,36.6,173,0,0,0,0,0,2
298.6,1355,50.2,192,0,0,0,0,0,1
303.5,1465,43.7,76,0,0,0,0,0,1
300.3,1550,37.3,201,0,0,0,0,0,1
300.4,1877,23.8,131,0,0,0,0,0,3
303.4,1852,25.7,120,0,0,0,0,0,1
297.8,1626,33.5,45,0,0,0,0,0,1
300.5,1445,43.9,23,0,0,0,0,0,1
300.9,1570,35.8,19,0,0,0,0,0,2
299.1,1450,40.5,44,0,0,0,0,0,1
302.9,1517,40.5,156,0,0,0,0,0,1
299.3,1442,49.9,165,0,0,0,0,0,2
300.7,1634,33.6,31,0,0,0,0,0,1
302.3,1363,54.0,119,0,0,0,0,0,2
301.4,1434,42.7,164,0,0,0,0,0,2
297.2,1431,42.9,216,0,0,0,0,0,1
298.1,1466,46.4,49,0,0,0,0,0,1
297.8,1356,46.6,68,0,0,0,0,0,1
298.2,1682,30.8,209,0,0,0,0,0,1
299.8,1630,33.4,51,0,0,0,0,0,1
300.5,1761,26.6,68,0,0,0,0,0,2
297.4,1552,37.5,29,0,0,0,0,0,1
297.9,1355,42.8,125,0,0,0,0,0,2
298.4,1339,48.1,99,0,0,0,0,0,1
301.9,1553,31.4,115,0,0,0,0,0,1
301.7,1469,43.3,201,0,0,0,0,0,1
297.4,1462,44.5,68,0,0,0,0,0,1
297.1,1355,43.7,0,0,0,0,0,0,1
302.7,1610,32.2,17,0,0,0,0,0,1
299.3,1620,30.0,128,0,0,0,0,0,1
301.0,1427,44.9,162,0,0,0,0,0,2
297.4,1410,52.6,47,0,0,0,0,0,1
298.9,1424,51.5,216,0,0,0,0,0,3
297.1,1528,35.3,199,0,0,0,0,0,1
298.7,1475,41.4,46,0,0,0,0,0,1
297.0,1413,44.1,141,0,0,0,0,0,2
297.4,1492,55.9,113,0,0,0,0,0,2
300.0,1927,24.6,132,0,0,0,0,0,1
297.4,1370,52.3,131,0,0,0,0,0,1
302.8,1748,28.6,89,0,0,0,0,0,1
300.6,1437,33.4,137,0,0,0,0,0,1
299.3,1536,38.9,168,0,0,0,0,0,1
299.8,1752,27.8,36,0,0,0,0,0,2
297.4,1759,24.8,196,0,0,0,0,0,1
300.6,1471,43.4,233,0,0,0,0,0,1
298.5,1513,39.3,49,0,0,0,0,0,3
297.3,1487,41.5,100,0,0,0,0,0,2
301.2,1415,54.6,188,0,0,0,0,0,3
300.7,1377,46.1,124,0,0,0,0,0,1
297.6,1568,34.7,124,0,0,0,0,0,1
297.2,1438,47.2,2,0,0,0,0,0,2
299.8,1620,33.7,143,0,0,0,0,0,1
303.8,1336,62.4,145,0,1,0,0,0,1
297.6,1369,56.6,65,0,0,0,0,0,2
300.8,1524,37.6,202,0,0,0,0,0,1
298.0,1564,37.3,107,0,0,0,0,0,1
297.6,1664,30.1,168,0,0,0,0,0,1
297.5,1443,45.5,166,0,0,0,0,0,1
297.5,1306,57.8,38,0,0,0,0,0,1
298.8,1390,38.2,44,0,0,0,0,0,2
302.1,1521,36.8,23,0,0,0,0,0,2
301.3,1475,46.8,15,0,0,0,0,0,2
297.1,1392,54.0,168,0,0,0,0,0,3
302.8,1512,39.9,199,0,0,0,0,0,1
297.3,1489,43.0,56,0,0,0,0,0,1
300.9,1499,37.9,109,0,0,0,0,0,1
298.2,1349,49.1,26,0,0,0,0,0,1
296.8,1477,43.5,111,0,0,0,0,0,1
298.6,1619,33.4,129,0,0,0,0,0,2
301.0,1564,37.0,171,0,0,0,0,0,1
299.4,1576,33.1,181,0,0,0,0,0,2
299.2,1565,44.8,147,0,0,0,0,0,1
298.1,1498,40.0,5,0,0,0,0,0,1
300.7,1432,44.4,32,0,0,0,0,0,2
298.9,1450,32.2,9,0,0,0,0,0,1
297.0,1502,36.0,126,0,0,0,0,0,1
302.8,1418,50.0,63,0,0,0,0,0,1
297.6,1523,40.1,8,0,0,0,0,0,1
297.3,1757,28.8,17,0,0,0,0,0,2
298.1,1436,38.7,13,0,0,0,0,0,1
297.5,1573,38.4,203,0,0,0,0,0,1
298.8,1692,39.1,162,0,0,0,0,0,2
301.8,1443,39.6,227,0,0,0,0,0,1
298.9,1441,49.8,24,0,0,0,0,0,1
298.8,1667,30.3,156,0,0,0,0,0,1
297.9,1631,30.7,9,0,0,0,0,0,1
298.8,1582,37.1,137,0,0,0,0,0,2
299.0,1634,37.3,91,0,0,0,0,0,1
297.3,1524,41.4,11,0,0,0,0,0,3
301.5,1567,33.5,108,0,0,0,0,0,1
296.8,1555,41.2,199,0,0,0,0,0,1
300.6,1539,43.1,208,0,0,0,0,0,1
299.5,1425,40.0,28,0,0,0,0,0,1
298.8,1895,47.6,23,0,0,0,0,0,1
299.9,1412,45.9,162,0,0,0,0,0,1
302.2,1369,49.6,0,0,1,0,0,0,3
301.7,1560,38.0,119,0,0,0,0,0,1
301.3,1569,36.8,195,0,0,0,0,0,1
300.5,1422,45.7,85,0,0,0,0,0,1
303.5,1375,45.7,89,0,0,0,0,1,2
303.7,1354,50.3,155,0,0,0,0,0,2
297.3,1609,35.2,5,0,0,0,0,0,1
298.0,1432,44.5,200,0,0,0,0,0,1
300.4,1471,47.3,144,0,0,0,0,0,2
298.0,1444,44.4,11,0,0,0,0,0,1
300.6,1496,49.7,155,0,0,0,0,0,1
299.8,1463,43.7,23,0,0,0,0,0,1
299.2,1500,41.9,185,0,0,0,0,0,2
301.6,1675,29.0,111,0,0,0,0,0,1
299.9,1450,51.4,143,0,0,0,0,0,1
300.7,1563,38.1,73,0,0,0,0,0,1
304.1,1426,46.6,35,0,0,0,0,0,1
298.5,1471,46.2,42,0,0,0,0,0,1
303.4,1482,42.3,74,0,0,0,0,0,2
300.7,1481,40.8,196,0,0,0,0,0,2
299.4,1453,42.7,77,0,0,0,0,0,1
298.8,1450,37.4,0,0,0,0,0,0,1
300.8,1369,31.3,5,0,0,0,0,0,2
298.5,1360,54.5,18,0,0,0,0,0,2
301.8,1569,34.5,0,0,0,0,0,0,2
300.7,1543,39.6,64,0,0,0,0,0,1
301.3,1554,41.9,84,0,0,0,0,0,1
297.3,1527,42.0,119,0,0,0,0,0,1
301.4,1434,43.8,185,0,0,0,0,0,1
300.6,1981,19.3,99,0,0,0,0,0,3
300.5,2564,13.3,102,0,0,0,0,0,2
299.4,1587,34.6,98,0,0,0,0,0,1
300.0,1375,47.5,59,0,0,0,0,0,1
299.8,1445,42.2,18,0,0,0,0,0,1
304.0,1622,35.1,113,0,0,0,0,0,1
299.8,1595,36.7,92,0,0,0,0,0,1
298.1,1438,48.0,105,0,0,0,0,0,1
298.1,1563,32.8,113,0,0,0,0,0,1
302.3,1581,41.8,104,0,0,0,0,0,2
299.2,1705,29.2,112,0,0,0,0,0,2
300.6,1564,38.9,87,0,0,0,0,0,1
302.9,1340,57.5,92,0,0,0,0,0,1
298.0,1447,43.3,181,0,0,0,0,0,1
300.7,1621,32.0,32,0,0,0,0,0,2
299.6,1529,37.2,124,0,0,0,0,0,1
303.0,1374,51.6,139,0,0,0,0,0,2
298.6,1353,62.5,42,0,0,0,0,0,1
301.0,1593,34.9,171,0,0,0,0,0,2
298.3,1360,49.5,131,0,0,0,0,0,2
300.1,1620,37.7,77,0,0,0,0,0,1
300.9,1495,38.2,175,0,0,0,0,0,1
298.6,1329,54.1,123,0,0,0,0,0,1
301.0,1527,37.9,17,0,0,0,0,0,1
300.2,1442,49.2,161,0,0,0,0,1,3
300.5,1721,28.9,156,0,0,0,0,0,3
301.0,1455,48.0,119,0,0,0,0,0,1
301.1,1429,47.1,123,0,0,0,0,0,1
298.9,1443,38.2,9,0,0,0,0,0,1
301.0,1615,30.8,107,0,0,0,0,0,1
298.6,1335,56.6,66,0,0,0,0,0,2
297.4,1430,43.5,113,0,0,0,0,0,1
301.2,1496,37.1,153,0,0,0,0,0,1
298.1,1446,48.1,51,0,0,0,0,0,1
300.8,1498,42.8,23,0,0,0,0,0,1
298.8,1389,32.0,149,0,0,0,0,0,1
300.5,1498,43.9,176,0,0,0,0,0,3
300.1,1605,38.7,111,0,0,0,0,0,1
301.2,1605,31.4,104,0,0,0,0,0,1
301.0,1701,30.4,55,0,0,0,0,0,1
298.2,1336,35.2,22,0,0,0,0,1,1
303.9,1456,45.7,139,0,0,0,0,0,2
298.3,1828,24.2,212,0,0,0,0,0,1
298.8,1408,40.4,160,0,0,0,0,0,1
301.6,1363,52.2,153,0,0,0,1,0,1
298.0,1596,35.7,103,0,0,0,0,0,2
298.3,1387,54.6,116,0,0,0,0,0,1
300.7,1487,39.9,166,0,0,0,0,0,2
300.3,1436,44.2,41,0,0,0,0,0,2
